t;Ep;Ec;Em;
3.38;-63.7;168;104;
3.38;-64.7;169;104;
3.38;-65.8;170;104;
3.39;-66.8;171;104;
3.39;-67.8;172;104;
3.39;-68.9;173;104;
3.4;-70;174;104;
3.4;-71;175;104;
3.4;-72.1;176;104;
3.4;-73.2;177;104;
3.41;-74.2;178;104;
3.41;-75.3;179;104;
3.41;-76.4;180;104;
3.42;-77.5;182;104;
3.42;-78.6;183;104;
3.42;-79.7;184;104;
3.43;-80.8;185;104;
3.43;-81.9;186;104;
3.43;-83.1;187;104;
3.43;-84.2;188;104;
3.44;-85.3;189;104;
3.44;-86.5;191;104;
3.44;-87.6;192;104;
3.45;-88.8;193;104;
3.45;-89.9;194;104;
3.45;-91.1;195;104;
3.46;-92.2;196;104;
3.46;-93.4;197;104;
3.46;-94.5;199;104;
3.46;-95.7;200;104;
3.47;-96.9;201;104;
3.47;-98.1;202;104;
3.47;-99.2;203;104;
3.48;-100;204;104;
3.48;-102;206;104;
3.48;-103;207;104;
3.49;-104;208;104;
3.49;-105;209;104;
3.49;-106;210;104;
3.49;-107;212;104;
3.5;-109;213;104;
3.5;-110;214;104;
3.5;-111;215;104;
3.51;-112;216;104;
3.51;-113;217;104;
3.51;-114;218;104;
3.52;-115;219;104;
3.52;-116;221;104;
3.52;-117;222;104;
3.52;-118;223;104;
3.53;-119;223;104;
3.53;-120;224;104;
3.53;-121;225;104;
3.54;-122;226;104;
3.54;-122;226;104;
3.54;-123;227;104;
3.55;-123;227;104;
3.55;-123;228;104;
3.55;-124;228;104;
3.55;-124;228;104;
3.56;-124;228;104;
3.56;-124;228;104;
3.56;-123;228;104;
3.57;-123;227;104;
3.57;-123;227;104;
3.57;-122;226;104;
3.58;-122;226;104;
3.58;-121;225;104;
3.58;-120;224;104;
3.58;-120;224;104;
3.59;-119;223;104;
3.59;-118;222;104;
3.59;-117;221;104;
3.6;-116;220;104;
3.6;-116;220;104;
3.6;-115;219;104;
3.61;-114;218;104;
3.61;-113;217;104;
3.61;-112;216;104;
3.61;-111;215;104;
3.62;-110;214;104;
3.62;-109;213;104;
3.62;-108;212;104;
3.63;-107;211;104;
3.63;-106;211;104;
3.63;-106;210;104;
3.64;-105;209;104;
3.64;-104;208;104;
3.64;-103;207;104;
3.64;-102;206;104;
3.65;-101;205;104;
3.65;-100;204;104;
3.65;-99.1;203;104;
3.66;-98.2;202;104;
3.66;-97.3;201;104;
3.66;-96.4;200;104;
3.67;-95.5;200;104;
3.67;-94.6;199;104;
3.67;-93.7;198;104;
3.67;-92.8;197;104;
3.68;-91.9;196;104;
3.68;-91.1;195;104;
3.68;-90.2;194;104;
3.69;-89.4;193;104;
3.69;-88.5;193;104;
3.69;-87.7;192;104;
3.7;-86.8;191;104;
3.7;-86;190;104;
3.7;-85.2;189;104;
3.7;-84.4;188;104;
3.71;-83.6;188;104;
3.71;-82.8;187;104;
3.71;-82;186;104;
3.72;-81.2;185;104;
3.72;-80.4;184;104;
3.72;-79.7;184;104;
3.73;-78.9;183;104;
3.73;-78.2;182;104;
3.73;-77.4;181;104;
3.73;-76.7;181;104;
3.74;-76;180;104;
3.74;-75.3;179;104;
3.74;-74.6;179;104;
3.75;-73.9;178;104;
3.75;-73.2;177;104;
3.75;-72.5;177;104;
3.76;-71.8;176;104;
3.76;-71.1;175;104;
3.76;-70.4;174;104;
3.76;-69.7;174;104;
3.77;-69.1;173;104;
3.77;-68.4;172;104;
3.77;-67.7;172;104;
3.78;-67;171;104;
3.78;-66.4;170;104;
3.78;-65.7;170;104;
3.79;-65;169;104;
3.79;-64.4;168;104;
3.79;-63.7;168;104;
3.79;-63;167;104;
3.8;-62.4;166;104;
3.8;-61.7;166;104;
3.8;-61;165;104;
3.81;-60.4;164;104;
3.81;-59.7;164;104;
3.81;-59.1;163;104;
3.82;-58.4;162;104;
3.82;-57.7;162;104;
3.82;-57.1;161;104;
3.82;-56.4;160;104;
3.83;-55.8;160;104;
3.83;-55.1;159;104;
3.83;-54.4;158;104;
3.84;-53.8;158;104;
3.84;-53.1;157;104;
3.84;-52.5;157;104;
3.85;-51.8;156;104;
3.85;-51.2;155;104;
3.85;-50.5;155;104;
3.85;-49.9;154;104;
3.86;-49.2;153;104;
3.86;-48.6;153;104;
3.86;-47.9;152;104;
3.87;-47.3;151;104;
3.87;-46.7;151;104;
3.87;-46;150;104;
3.88;-45.4;149;104;
3.88;-44.7;149;104;
3.88;-44.1;148;104;
3.88;-43.5;148;104;
3.89;-42.9;147;104;
3.89;-42.2;146;104;
3.89;-41.6;146;104;
3.9;-41;145;104;
3.9;-40.4;144;104;
3.9;-39.8;144;104;
3.91;-39.2;143;104;
3.91;-38.6;143;104;
3.91;-38;142;104;
3.91;-37.4;141;104;
3.92;-36.8;141;104;
3.92;-36.2;140;104;
3.92;-35.6;140;104;
3.93;-35;139;104;
3.93;-34.4;138;104;
3.93;-33.8;138;104;
3.94;-33.3;137;104;
3.94;-32.7;137;104;
3.94;-32.1;136;104;
3.94;-31.6;136;104;
3.95;-31;135;104;
3.95;-30.5;135;104;
3.95;-29.9;134;104;
3.96;-29.4;133;104;
3.96;-28.8;133;104;
3.96;-28.3;132;104;
3.97;-27.8;132;104;
3.97;-27.2;131;104;
3.97;-26.7;131;104;
3.97;-26.2;130;104;
3.98;-25.7;130;104;
3.98;-25.2;129;104;
3.98;-24.6;129;104;
3.99;-24.1;128;104;
3.99;-23.6;128;104;
3.99;-23.2;127;104;
4;-22.7;127;104;
4;-22.2;126;104;
4;-21.7;126;104;
4;-21.2;125;104;
4.01;-20.8;125;104;
4.01;-20.3;124;104;
4.01;-19.8;124;104;
4.02;-19.4;123;104;
4.02;-18.9;123;104;
4.02;-18.5;123;104;
4.03;-18;122;104;
4.03;-17.6;122;104;
4.03;-17.1;121;104;
4.03;-16.7;121;104;
4.04;-16.3;120;104;
4.04;-15.9;120;104;
4.04;-15.5;120;104;
4.05;-15.1;119;104;
4.05;-14.7;119;104;
4.05;-14.3;118;104;
4.06;-13.9;118;104;
4.06;-13.5;118;104;
4.06;-13.1;117;104;
4.06;-12.8;117;104;
4.07;-12.4;116;104;
4.07;-12;116;104;
4.07;-11.7;116;104;
4.08;-11.3;115;104;
4.08;-11;115;104;
4.08;-10.6;115;104;
4.09;-10.3;114;104;
4.09;-9.95;114;104;
4.09;-9.62;114;104;
4.09;-9.29;113;104;
4.1;-8.96;113;104;
4.1;-8.64;113;104;
4.1;-8.33;112;104;
4.11;-8.02;112;104;
4.11;-7.71;112;104;
4.11;-7.4;111;104;
4.12;-7.1;111;104;
4.12;-6.81;111;104;
4.12;-6.51;111;104;
4.12;-6.22;110;104;
4.13;-5.93;110;104;
4.13;-5.65;110;104;
4.13;-5.37;109;104;
4.14;-5.1;109;104;
4.14;-4.82;109;104;
4.14;-4.56;109;104;
4.15;-4.29;108;104;
4.15;-4.03;108;104;
4.15;-3.77;108;104;
4.15;-3.52;108;104;
4.16;-3.26;107;104;
4.16;-3.02;107;104;
4.16;-2.77;107;104;
4.17;-2.53;107;104;
4.17;-2.29;106;104;
4.17;-2.06;106;104;
4.18;-1.83;106;104;
4.18;-1.6;106;104;
4.18;-1.38;105;104;
4.18;-1.16;105;104;
4.19;-0.938;105;104;
4.19;-0.724;105;104;
4.19;-0.513;105;104;
4.2;-0.305;104;104;
4.2;-0.1;104;104;
4.2;0.101;104;104;
4.21;0.3;104;104;
4.21;0.495;104;104;
4.21;0.688;103;104;
4.21;0.877;103;104;
4.22;1.06;103;104;
4.22;1.25;103;104;
4.22;1.43;103;104;
4.23;1.61;102;104;
4.23;1.78;102;104;
4.23;1.95;102;104;
4.24;2.12;102;104;
4.24;2.29;102;104;
4.24;2.45;102;104;
4.24;2.61;101;104;
4.25;2.77;101;104;
4.25;2.93;101;104;
4.25;3.08;101;104;
4.26;3.23;101;104;
4.26;3.38;101;104;
4.26;3.52;101;104;
4.27;3.67;100;104;
4.27;3.81;100;104;
4.27;3.94;100;104;
4.27;4.08;100;104;
4.28;4.21;99.8;104;
4.28;4.34;99.7;104;
4.28;4.47;99.6;104;
4.29;4.59;99.5;104;
4.29;4.72;99.3;104;
4.29;4.83;99.2;104;
4.3;4.95;99.1;104;
4.3;5.07;99;104;
4.3;5.18;98.9;104;
4.3;5.29;98.8;104;
4.31;5.39;98.7;104;
4.31;5.5;98.6;104;
4.31;5.6;98.5;104;
4.32;5.7;98.4;104;
4.32;5.8;98.3;104;
4.32;5.89;98.2;104;
4.33;5.98;98.1;104;
4.33;6.07;98;104;
4.33;6.15;97.9;104;
4.33;6.24;97.8;104;
4.34;6.32;97.7;104;
4.34;6.39;97.7;104;
4.34;6.47;97.6;104;
4.35;6.54;97.5;104;
4.35;6.61;97.4;104;
4.35;6.68;97.4;104;
4.36;6.74;97.3;104;
4.36;6.8;97.2;104;
4.36;6.86;97.2;104;
4.36;6.92;97.1;104;
4.37;6.97;97.1;104;
4.37;7.02;97;104;
4.37;7.07;97;104;
4.38;7.12;96.9;104;
4.38;7.17;96.9;104;
4.38;7.21;96.8;104;
4.39;7.25;96.8;104;
4.39;7.3;96.8;104;
4.39;7.34;96.7;104;
4.39;7.38;96.7;104;
4.4;7.42;96.6;104;
4.4;7.46;96.6;104;
4.4;7.5;96.5;104;
4.41;7.55;96.5;104;
4.41;7.59;96.5;104;
4.41;7.63;96.4;104;
4.42;7.67;96.4;104;
4.42;7.71;96.3;104;
4.42;7.76;96.3;104;
4.42;7.8;96.3;104;
4.43;7.83;96.2;104;
4.43;7.87;96.2;104;
4.43;7.91;96.1;104;
4.44;7.94;96.1;104;
4.44;7.97;96.1;104;
4.44;8;96.1;104;
4.45;8.02;96;104;
4.45;8.04;96;104;
4.45;8.06;96;104;
4.45;8.08;96;104;
4.46;8.09;96;104;
4.46;8.09;96;104;
4.46;8.1;96;104;
4.47;8.1;96;104;
4.47;8.09;96;104;
4.47;8.08;96;104;
4.48;8.07;96;104;
4.48;8.05;96;104;
4.48;8.03;96;104;
4.48;8;96;104;
4.49;7.97;96.1;104;
4.49;7.94;96.1;104;
4.49;7.9;96.2;104;
4.5;7.85;96.2;104;
4.5;7.8;96.2;104;
4.5;7.75;96.3;104;
4.51;7.69;96.4;104;
4.51;7.63;96.4;104;
4.51;7.56;96.5;104;
4.51;7.49;96.6;104;
4.52;7.41;96.6;104;
4.52;7.33;96.7;104;
4.52;7.24;96.8;104;
4.53;7.15;96.9;104;
4.53;7.05;97;104;
4.53;6.95;97.1;104;
4.54;6.84;97.2;104;
4.54;6.73;97.3;104;
4.54;6.61;97.4;104;
4.54;6.49;97.6;104;
4.55;6.36;97.7;104;
4.55;6.23;97.8;104;
4.55;6.09;98;104;
4.56;5.95;98.1;104;
4.56;5.81;98.2;104;
4.56;5.65;98.4;104;
4.57;5.5;98.6;104;
4.57;5.33;98.7;104;
4.57;5.17;98.9;104;
4.57;4.99;99.1;104;
4.58;4.82;99.2;104;
4.58;4.63;99.4;104;
4.58;4.45;99.6;104;
4.59;4.25;99.8;104;
4.59;4.05;100;104;
4.59;3.85;100;104;
4.6;3.64;100;104;
4.6;3.43;101;104;
4.6;3.21;101;104;
4.6;2.99;101;104;
4.61;2.76;101;104;
4.61;2.53;102;104;
4.61;2.29;102;104;
4.62;2.04;102;104;
4.62;1.8;102;104;
4.62;1.54;103;104;
4.63;1.28;103;104;
4.63;1.02;103;104;
4.63;0.751;103;104;
4.63;0.477;104;104;
4.64;0.198;104;104;
4.64;-0.0854;104;104;
4.64;-0.374;104;104;
4.65;-0.667;105;104;
4.65;-0.965;105;104;
4.65;-1.27;105;104;
4.66;-1.58;106;104;
4.66;-1.89;106;104;
4.66;-2.21;106;104;
4.66;-2.53;107;104;
4.67;-2.85;107;104;
4.67;-3.18;107;104;
4.67;-3.52;108;104;
4.68;-3.86;108;104;
4.68;-4.2;108;104;
4.68;-4.54;109;104;
4.69;-4.89;109;104;
4.69;-5.24;109;104;
4.69;-5.6;110;104;
4.69;-5.95;110;104;
4.7;-6.31;110;104;
4.7;-6.66;111;104;
4.7;-7.02;111;104;
4.71;-7.37;111;104;
4.71;-7.72;112;104;
4.71;-8.07;112;104;
4.72;-8.41;112;104;
4.72;-8.73;113;104;
4.72;-9.05;113;104;
4.72;-9.36;113;104;
4.73;-9.65;114;104;
4.73;-9.93;114;104;
4.73;-10.2;114;104;
4.74;-10.4;114;104;
4.74;-10.7;115;104;
4.74;-10.9;115;104;
4.75;-11.1;115;104;
4.75;-11.3;115;104;
4.75;-11.5;116;104;
4.75;-11.7;116;104;
4.76;-11.8;116;104;
4.76;-12;116;104;
4.76;-12.2;116;104;
4.77;-12.3;116;104;
4.77;-12.5;117;104;
4.77;-12.6;117;104;
4.78;-12.8;117;104;
4.78;-12.9;117;104;
4.78;-13.1;117;104;
4.78;-13.2;117;104;
4.79;-13.3;117;104;
4.79;-13.5;118;104;
4.79;-13.6;118;104;
4.8;-13.8;118;104;
4.8;-13.9;118;104;
4.8;-14.1;118;104;
4.81;-14.2;118;104;
4.81;-14.4;118;104;
4.81;-14.5;119;104;
4.81;-14.7;119;104;
4.82;-14.8;119;104;
4.82;-15;119;104;
4.82;-15.1;119;104;
4.83;-15.3;119;104;
4.83;-15.5;120;104;
4.83;-15.6;120;104;
4.84;-15.8;120;104;
4.84;-16;120;104;
4.84;-16.1;120;104;
4.84;-16.3;120;104;
4.85;-16.5;121;104;
4.85;-16.7;121;104;
4.85;-16.8;121;104;
4.86;-17;121;104;
4.86;-17.2;121;104;
4.86;-17.4;121;104;
4.87;-17.6;122;104;
4.87;-17.8;122;104;
4.87;-18;122;104;
4.87;-18.2;122;104;
4.88;-18.4;122;104;
4.88;-18.6;123;104;
4.88;-18.8;123;104;
4.89;-19;123;104;
4.89;-19.2;123;104;
4.89;-19.4;123;104;
4.9;-19.6;124;104;
4.9;-19.9;124;104;
4.9;-20.1;124;104;
4.9;-20.3;124;104;
4.91;-20.5;125;104;
4.91;-20.7;125;104;
4.91;-21;125;104;
4.92;-21.2;125;104;
4.92;-21.4;125;104;
4.92;-21.6;126;104;
4.93;-21.9;126;104;
4.93;-22.1;126;104;
4.93;-22.3;126;104;
4.93;-22.5;127;104;
4.94;-22.8;127;104;
4.94;-23;127;104;
4.94;-23.3;127;104;
4.95;-23.5;128;104;
4.95;-23.7;128;104;
4.95;-24;128;104;
4.96;-24.2;128;104;
4.96;-24.4;128;104;
4.96;-24.7;129;104;
4.96;-24.9;129;104;
4.97;-25.2;129;104;
4.97;-25.4;129;104;
4.97;-25.6;130;104;
4.98;-25.9;130;104;
4.98;-26.1;130;104;
4.98;-26.4;130;104;
4.99;-26.6;131;104;
4.99;-26.9;131;104;
4.99;-27.1;131;104;
5;-27.3;131;104;
5;-27.6;132;104;
