t;Ep;Ec;Em;
0;-11.8;0;-11.8;
0.001;-11.8;3.21e-05;-11.8;
0.002;-11.8;0.000128;-11.8;
0.003;-11.8;0.000289;-11.8;
0.004;-11.8;0.000513;-11.8;
0.005;-11.8;0.000802;-11.8;
0.006;-11.8;0.00115;-11.8;
0.007;-11.8;0.00157;-11.8;
0.008;-11.8;0.00205;-11.8;
0.009;-11.8;0.0026;-11.8;
0.01;-11.8;0.00321;-11.8;
0.011;-11.8;0.00388;-11.8;
0.012;-11.8;0.00462;-11.8;
0.013;-11.8;0.00542;-11.8;
0.014;-11.8;0.00628;-11.8;
0.015;-11.8;0.00721;-11.8;
0.016;-11.8;0.00821;-11.8;
0.017;-11.9;0.00926;-11.8;
0.018;-11.9;0.0104;-11.8;
0.019;-11.9;0.0116;-11.8;
0.02;-11.9;0.0128;-11.8;
0.021;-11.9;0.0141;-11.8;
0.022;-11.9;0.0155;-11.8;
0.023;-11.9;0.0169;-11.8;
0.024;-11.9;0.0185;-11.8;
0.025;-11.9;0.02;-11.8;
0.026;-11.9;0.0216;-11.8;
0.027;-11.9;0.0233;-11.8;
0.028;-11.9;0.0251;-11.8;
0.029;-11.9;0.0269;-11.8;
0.03;-11.9;0.0288;-11.8;
0.031;-11.9;0.0308;-11.8;
0.032;-11.9;0.0328;-11.8;
0.033;-11.9;0.0348;-11.8;
0.034;-11.9;0.037;-11.8;
0.035;-11.9;0.0392;-11.8;
0.036;-11.9;0.0414;-11.8;
0.037;-11.9;0.0438;-11.8;
0.038;-11.9;0.0462;-11.8;
0.039;-11.9;0.0486;-11.8;
0.04;-11.9;0.0511;-11.8;
0.041;-11.9;0.0537;-11.8;
0.042;-11.9;0.0563;-11.8;
0.043;-11.9;0.059;-11.8;
0.044;-11.9;0.0618;-11.8;
0.045;-11.9;0.0646;-11.8;
0.046;-11.9;0.0675;-11.8;
0.047;-11.9;0.0705;-11.8;
0.048;-11.9;0.0735;-11.8;
0.049;-11.9;0.0766;-11.8;
0.05;-11.9;0.0797;-11.8;
0.051;-11.9;0.0829;-11.8;
0.052;-11.9;0.0862;-11.8;
0.053;-11.9;0.0895;-11.8;
0.054;-11.9;0.0929;-11.8;
0.055;-11.9;0.0963;-11.8;
0.056;-11.9;0.0998;-11.8;
0.057;-11.9;0.103;-11.8;
0.058;-11.9;0.107;-11.8;
0.059;-12;0.111;-11.8;
0.06;-12;0.114;-11.8;
0.061;-12;0.118;-11.8;
0.062;-12;0.122;-11.8;
0.063;-12;0.126;-11.8;
0.064;-12;0.13;-11.8;
0.065;-12;0.134;-11.8;
0.066;-12;0.138;-11.8;
0.067;-12;0.142;-11.8;
0.068;-12;0.147;-11.8;
0.069;-12;0.151;-11.8;
0.07;-12;0.155;-11.8;
0.071;-12;0.16;-11.8;
0.072;-12;0.164;-11.8;
0.073;-12;0.169;-11.8;
0.074;-12;0.173;-11.8;
0.075;-12;0.178;-11.8;
0.076;-12;0.183;-11.8;
0.077;-12;0.187;-11.8;
0.078;-12;0.192;-11.8;
0.079;-12;0.197;-11.8;
0.08;-12;0.202;-11.8;
0.081;-12;0.207;-11.8;
0.082;-12.1;0.212;-11.8;
0.083;-12.1;0.217;-11.8;
0.084;-12.1;0.222;-11.8;
0.085;-12.1;0.228;-11.8;
0.086;-12.1;0.233;-11.8;
0.087;-12.1;0.238;-11.8;
0.088;-12.1;0.244;-11.8;
0.089;-12.1;0.249;-11.8;
0.09;-12.1;0.255;-11.8;
0.091;-12.1;0.26;-11.8;
0.092;-12.1;0.266;-11.8;
0.093;-12.1;0.271;-11.8;
0.094;-12.1;0.277;-11.8;
0.095;-12.1;0.283;-11.8;
0.096;-12.1;0.289;-11.8;
0.097;-12.1;0.295;-11.8;
0.098;-12.1;0.301;-11.8;
0.099;-12.1;0.307;-11.8;
0.1;-12.2;0.313;-11.8;
0.101;-12.2;0.319;-11.8;
0.102;-12.2;0.325;-11.8;
0.103;-12.2;0.331;-11.8;
0.104;-12.2;0.337;-11.8;
0.105;-12.2;0.344;-11.8;
0.106;-12.2;0.35;-11.8;
0.107;-12.2;0.357;-11.8;
0.108;-12.2;0.363;-11.8;
0.109;-12.2;0.37;-11.8;
0.11;-12.2;0.376;-11.8;
0.111;-12.2;0.383;-11.8;
0.112;-12.2;0.39;-11.8;
0.113;-12.2;0.396;-11.8;
0.114;-12.2;0.403;-11.8;
0.115;-12.3;0.41;-11.8;
0.116;-12.3;0.417;-11.8;
0.117;-12.3;0.424;-11.8;
0.118;-12.3;0.431;-11.8;
0.119;-12.3;0.438;-11.8;
0.12;-12.3;0.445;-11.8;
0.121;-12.3;0.452;-11.8;
0.122;-12.3;0.459;-11.8;
0.123;-12.3;0.466;-11.8;
0.124;-12.3;0.474;-11.8;
0.125;-12.3;0.481;-11.8;
0.126;-12.3;0.488;-11.8;
0.127;-12.3;0.496;-11.8;
0.128;-12.3;0.503;-11.8;
0.129;-12.4;0.511;-11.8;
0.13;-12.4;0.518;-11.8;
0.131;-12.4;0.526;-11.8;
0.132;-12.4;0.534;-11.8;
0.133;-12.4;0.541;-11.8;
0.134;-12.4;0.549;-11.8;
0.135;-12.4;0.557;-11.8;
0.136;-12.4;0.565;-11.8;
0.137;-12.4;0.572;-11.8;
0.138;-12.4;0.58;-11.8;
0.139;-12.4;0.588;-11.8;
0.14;-12.4;0.596;-11.8;
0.141;-12.4;0.604;-11.8;
0.142;-12.5;0.612;-11.8;
0.143;-12.5;0.62;-11.8;
0.144;-12.5;0.629;-11.8;
0.145;-12.5;0.637;-11.8;
0.146;-12.5;0.645;-11.8;
0.147;-12.5;0.653;-11.8;
0.148;-12.5;0.662;-11.8;
0.149;-12.5;0.67;-11.8;
0.15;-12.5;0.678;-11.8;
0.151;-12.5;0.687;-11.8;
0.152;-12.5;0.695;-11.8;
0.153;-12.5;0.704;-11.8;
0.154;-12.6;0.712;-11.8;
0.155;-12.6;0.721;-11.8;
0.156;-12.6;0.73;-11.8;
0.157;-12.6;0.738;-11.8;
0.158;-12.6;0.747;-11.8;
0.159;-12.6;0.756;-11.8;
0.16;-12.6;0.764;-11.8;
0.161;-12.6;0.773;-11.8;
0.162;-12.6;0.782;-11.8;
0.163;-12.6;0.791;-11.8;
0.164;-12.6;0.8;-11.8;
0.165;-12.7;0.808;-11.8;
0.166;-12.7;0.817;-11.8;
0.167;-12.7;0.826;-11.8;
0.168;-12.7;0.835;-11.8;
0.169;-12.7;0.844;-11.8;
0.17;-12.7;0.853;-11.8;
0.171;-12.7;0.863;-11.8;
0.172;-12.7;0.872;-11.8;
0.173;-12.7;0.881;-11.8;
0.174;-12.7;0.89;-11.8;
0.175;-12.7;0.899;-11.8;
0.176;-12.8;0.908;-11.8;
0.177;-12.8;0.918;-11.8;
0.178;-12.8;0.927;-11.8;
0.179;-12.8;0.936;-11.8;
0.18;-12.8;0.945;-11.8;
0.181;-12.8;0.955;-11.8;
0.182;-12.8;0.964;-11.8;
0.183;-12.8;0.973;-11.8;
0.184;-12.8;0.983;-11.8;
0.185;-12.8;0.992;-11.8;
0.186;-12.8;1;-11.8;
0.187;-12.9;1.01;-11.8;
0.188;-12.9;1.02;-11.8;
0.189;-12.9;1.03;-11.8;
0.19;-12.9;1.04;-11.8;
0.191;-12.9;1.05;-11.8;
0.192;-12.9;1.06;-11.8;
0.193;-12.9;1.07;-11.8;
0.194;-12.9;1.08;-11.8;
0.195;-12.9;1.09;-11.8;
0.196;-12.9;1.1;-11.8;
0.197;-12.9;1.11;-11.8;
0.198;-13;1.12;-11.8;
0.199;-13;1.13;-11.8;
0.2;-13;1.13;-11.8;
0.201;-13;1.14;-11.8;
0.202;-13;1.15;-11.8;
0.203;-13;1.16;-11.8;
0.204;-13;1.17;-11.8;
0.205;-13;1.18;-11.8;
0.206;-13;1.19;-11.8;
0.207;-13;1.2;-11.8;
0.208;-13.1;1.21;-11.8;
0.209;-13.1;1.22;-11.8;
0.21;-13.1;1.23;-11.8;
0.211;-13.1;1.24;-11.8;
0.212;-13.1;1.25;-11.8;
0.213;-13.1;1.26;-11.8;
0.214;-13.1;1.27;-11.8;
0.215;-13.1;1.28;-11.8;
0.216;-13.1;1.29;-11.8;
0.217;-13.1;1.3;-11.8;
0.218;-13.1;1.31;-11.8;
0.219;-13.2;1.32;-11.8;
0.22;-13.2;1.33;-11.8;
0.221;-13.2;1.34;-11.8;
0.222;-13.2;1.35;-11.8;
0.223;-13.2;1.36;-11.8;
0.224;-13.2;1.37;-11.8;
0.225;-13.2;1.38;-11.8;
0.226;-13.2;1.38;-11.8;
0.227;-13.2;1.39;-11.8;
0.228;-13.2;1.4;-11.8;
0.229;-13.3;1.41;-11.8;
0.23;-13.3;1.42;-11.8;
0.231;-13.3;1.43;-11.8;
0.232;-13.3;1.44;-11.8;
0.233;-13.3;1.45;-11.8;
0.234;-13.3;1.46;-11.8;
0.235;-13.3;1.47;-11.8;
0.236;-13.3;1.48;-11.8;
0.237;-13.3;1.49;-11.8;
0.238;-13.3;1.5;-11.8;
0.239;-13.3;1.51;-11.8;
0.24;-13.4;1.52;-11.8;
0.241;-13.4;1.53;-11.8;
0.242;-13.4;1.53;-11.8;
0.243;-13.4;1.54;-11.8;
0.244;-13.4;1.55;-11.8;
0.245;-13.4;1.56;-11.8;
0.246;-13.4;1.57;-11.8;
0.247;-13.4;1.58;-11.8;
0.248;-13.4;1.59;-11.8;
0.249;-13.4;1.6;-11.8;
0.25;-13.4;1.61;-11.8;
0.251;-13.5;1.62;-11.8;
0.252;-13.5;1.62;-11.8;
0.253;-13.5;1.63;-11.8;
0.254;-13.5;1.64;-11.8;
0.255;-13.5;1.65;-11.8;
0.256;-13.5;1.66;-11.8;
0.257;-13.5;1.67;-11.8;
0.258;-13.5;1.68;-11.8;
0.259;-13.5;1.68;-11.8;
0.26;-13.5;1.69;-11.8;
0.261;-13.5;1.7;-11.8;
0.262;-13.6;1.71;-11.8;
0.263;-13.6;1.72;-11.8;
0.264;-13.6;1.73;-11.8;
0.265;-13.6;1.73;-11.8;
0.266;-13.6;1.74;-11.8;
0.267;-13.6;1.75;-11.8;
0.268;-13.6;1.76;-11.8;
0.269;-13.6;1.77;-11.8;
0.27;-13.6;1.77;-11.8;
0.271;-13.6;1.78;-11.8;
0.272;-13.6;1.79;-11.8;
0.273;-13.6;1.8;-11.8;
0.274;-13.6;1.81;-11.8;
0.275;-13.7;1.81;-11.8;
0.276;-13.7;1.82;-11.8;
0.277;-13.7;1.83;-11.8;
0.278;-13.7;1.84;-11.8;
0.279;-13.7;1.84;-11.8;
0.28;-13.7;1.85;-11.8;
0.281;-13.7;1.86;-11.8;
0.282;-13.7;1.86;-11.8;
0.283;-13.7;1.87;-11.8;
0.284;-13.7;1.88;-11.8;
0.285;-13.7;1.89;-11.8;
0.286;-13.7;1.89;-11.8;
0.287;-13.7;1.9;-11.8;
0.288;-13.7;1.91;-11.8;
0.289;-13.8;1.91;-11.8;
0.29;-13.8;1.92;-11.8;
0.291;-13.8;1.93;-11.8;
0.292;-13.8;1.93;-11.8;
0.293;-13.8;1.94;-11.8;
0.294;-13.8;1.94;-11.8;
0.295;-13.8;1.95;-11.8;
0.296;-13.8;1.96;-11.8;
0.297;-13.8;1.96;-11.8;
0.298;-13.8;1.97;-11.8;
0.299;-13.8;1.98;-11.8;
0.3;-13.8;1.98;-11.8;
0.301;-13.8;1.99;-11.8;
0.302;-13.8;1.99;-11.8;
0.303;-13.8;2;-11.8;
0.304;-13.8;2;-11.8;
0.305;-13.9;2.01;-11.8;
0.306;-13.9;2.01;-11.8;
0.307;-13.9;2.02;-11.8;
0.308;-13.9;2.02;-11.8;
0.309;-13.9;2.03;-11.8;
0.31;-13.9;2.03;-11.8;
0.311;-13.9;2.04;-11.8;
0.312;-13.9;2.04;-11.8;
0.313;-13.9;2.05;-11.8;
0.314;-13.9;2.05;-11.8;
0.315;-13.9;2.06;-11.8;
0.316;-13.9;2.06;-11.8;
0.317;-13.9;2.07;-11.8;
0.318;-13.9;2.07;-11.8;
0.319;-13.9;2.07;-11.8;
0.32;-13.9;2.08;-11.8;
0.321;-13.9;2.08;-11.8;
0.322;-13.9;2.09;-11.8;
0.323;-13.9;2.09;-11.8;
0.324;-13.9;2.09;-11.8;
0.325;-13.9;2.1;-11.8;
0.326;-13.9;2.1;-11.8;
0.327;-13.9;2.1;-11.8;
0.328;-13.9;2.11;-11.8;
0.329;-14;2.11;-11.8;
0.33;-14;2.11;-11.8;
0.331;-14;2.12;-11.8;
0.332;-14;2.12;-11.8;
0.333;-14;2.12;-11.8;
0.334;-14;2.13;-11.8;
0.335;-14;2.13;-11.8;
0.336;-14;2.13;-11.8;
0.337;-14;2.13;-11.8;
0.338;-14;2.14;-11.8;
0.339;-14;2.14;-11.8;
0.34;-14;2.14;-11.8;
0.341;-14;2.14;-11.8;
0.342;-14;2.15;-11.8;
0.343;-14;2.15;-11.8;
0.344;-14;2.15;-11.8;
0.345;-14;2.15;-11.8;
0.346;-14;2.15;-11.8;
0.347;-14;2.16;-11.8;
0.348;-14;2.16;-11.8;
0.349;-14;2.16;-11.8;
0.35;-14;2.16;-11.8;
0.351;-14;2.16;-11.8;
0.352;-14;2.16;-11.8;
0.353;-14;2.17;-11.8;
0.354;-14;2.17;-11.8;
0.355;-14;2.17;-11.8;
0.356;-14;2.17;-11.8;
0.357;-14;2.17;-11.8;
0.358;-14;2.17;-11.8;
0.359;-14;2.17;-11.8;
0.36;-14;2.17;-11.8;
0.361;-14;2.17;-11.8;
0.362;-14;2.17;-11.8;
0.363;-14;2.17;-11.8;
0.364;-14;2.17;-11.8;
0.365;-14;2.17;-11.8;
0.366;-14;2.18;-11.8;
0.367;-14;2.18;-11.8;
0.368;-14;2.18;-11.8;
0.369;-14;2.18;-11.8;
0.37;-14;2.18;-11.8;
0.371;-14;2.18;-11.8;
0.372;-14;2.18;-11.8;
0.373;-14;2.18;-11.8;
0.374;-14;2.18;-11.8;
0.375;-14;2.17;-11.8;
0.376;-14;2.17;-11.8;
0.377;-14;2.17;-11.8;
0.378;-14;2.17;-11.8;
0.379;-14;2.17;-11.8;
0.38;-14;2.17;-11.8;
0.381;-14;2.17;-11.8;
0.382;-14;2.17;-11.8;
0.383;-14;2.17;-11.8;
0.384;-14;2.17;-11.8;
0.385;-14;2.17;-11.8;
0.386;-14;2.17;-11.8;
0.387;-14;2.17;-11.8;
0.388;-14;2.17;-11.8;
0.389;-14;2.16;-11.8;
0.39;-14;2.16;-11.8;
0.391;-14;2.16;-11.8;
0.392;-14;2.16;-11.8;
0.393;-14;2.16;-11.8;
0.394;-14;2.16;-11.8;
0.395;-14;2.16;-11.8;
0.396;-14;2.16;-11.8;
0.397;-14;2.15;-11.8;
0.398;-14;2.15;-11.8;
0.399;-14;2.15;-11.8;
0.4;-14;2.15;-11.8;
0.401;-14;2.15;-11.8;
0.402;-14;2.15;-11.8;
0.403;-14;2.14;-11.8;
0.404;-14;2.14;-11.8;
0.405;-14;2.14;-11.8;
0.406;-14;2.14;-11.8;
0.407;-14;2.14;-11.8;
0.408;-14;2.13;-11.8;
0.409;-14;2.13;-11.8;
0.41;-14;2.13;-11.8;
0.411;-14;2.13;-11.8;
0.412;-14;2.13;-11.8;
0.413;-14;2.12;-11.8;
0.414;-14;2.12;-11.8;
0.415;-14;2.12;-11.8;
0.416;-14;2.12;-11.8;
0.417;-14;2.11;-11.8;
0.418;-14;2.11;-11.8;
0.419;-14;2.11;-11.8;
0.42;-13.9;2.11;-11.8;
0.421;-13.9;2.1;-11.8;
0.422;-13.9;2.1;-11.8;
0.423;-13.9;2.1;-11.8;
0.424;-13.9;2.1;-11.8;
0.425;-13.9;2.09;-11.8;
0.426;-13.9;2.09;-11.8;
0.427;-13.9;2.09;-11.8;
0.428;-13.9;2.09;-11.8;
0.429;-13.9;2.08;-11.8;
0.43;-13.9;2.08;-11.8;
0.431;-13.9;2.08;-11.8;
0.432;-13.9;2.08;-11.8;
0.433;-13.9;2.07;-11.8;
0.434;-13.9;2.07;-11.8;
0.435;-13.9;2.07;-11.8;
0.436;-13.9;2.06;-11.8;
0.437;-13.9;2.06;-11.8;
0.438;-13.9;2.06;-11.8;
0.439;-13.9;2.06;-11.8;
0.44;-13.9;2.05;-11.8;
0.441;-13.9;2.05;-11.8;
0.442;-13.9;2.05;-11.8;
0.443;-13.9;2.04;-11.8;
0.444;-13.9;2.04;-11.8;
0.445;-13.9;2.04;-11.8;
0.446;-13.9;2.03;-11.8;
0.447;-13.9;2.03;-11.8;
0.448;-13.9;2.03;-11.8;
0.449;-13.9;2.03;-11.8;
0.45;-13.9;2.02;-11.8;
0.451;-13.9;2.02;-11.8;
0.452;-13.9;2.02;-11.8;
0.453;-13.9;2.01;-11.8;
0.454;-13.9;2.01;-11.8;
0.455;-13.8;2.01;-11.8;
0.456;-13.8;2;-11.8;
0.457;-13.8;2;-11.8;
0.458;-13.8;2;-11.8;
0.459;-13.8;1.99;-11.8;
0.46;-13.8;1.99;-11.8;
0.461;-13.8;1.99;-11.8;
0.462;-13.8;1.98;-11.8;
0.463;-13.8;1.98;-11.8;
0.464;-13.8;1.98;-11.8;
0.465;-13.8;1.97;-11.8;
0.466;-13.8;1.97;-11.8;
0.467;-13.8;1.97;-11.8;
0.468;-13.8;1.96;-11.8;
0.469;-13.8;1.96;-11.8;
0.47;-13.8;1.96;-11.8;
0.471;-13.8;1.95;-11.8;
0.472;-13.8;1.95;-11.8;
0.473;-13.8;1.95;-11.8;
0.474;-13.8;1.94;-11.8;
0.475;-13.8;1.94;-11.8;
0.476;-13.8;1.94;-11.8;
0.477;-13.8;1.93;-11.8;
0.478;-13.8;1.93;-11.8;
0.479;-13.8;1.93;-11.8;
0.48;-13.8;1.92;-11.8;
0.481;-13.8;1.92;-11.8;
0.482;-13.8;1.92;-11.8;
0.483;-13.8;1.91;-11.8;
0.484;-13.8;1.91;-11.8;
0.485;-13.7;1.91;-11.8;
0.486;-13.7;1.9;-11.8;
0.487;-13.7;1.9;-11.8;
0.488;-13.7;1.9;-11.8;
0.489;-13.7;1.89;-11.8;
0.49;-13.7;1.89;-11.8;
0.491;-13.7;1.89;-11.8;
0.492;-13.7;1.88;-11.8;
0.493;-13.7;1.88;-11.8;
0.494;-13.7;1.88;-11.8;
0.495;-13.7;1.87;-11.8;
0.496;-13.7;1.87;-11.8;
0.497;-13.7;1.87;-11.8;
0.498;-13.7;1.86;-11.8;
0.499;-13.7;1.86;-11.8;
0.5;-13.7;1.86;-11.8;
0.501;-13.7;1.85;-11.8;
0.502;-13.7;1.85;-11.8;
0.503;-13.7;1.85;-11.8;
0.504;-13.7;1.84;-11.8;
0.505;-13.7;1.84;-11.8;
0.506;-13.7;1.84;-11.8;
0.507;-13.7;1.83;-11.8;
0.508;-13.7;1.83;-11.8;
0.509;-13.7;1.83;-11.8;
0.51;-13.7;1.82;-11.8;
0.511;-13.7;1.82;-11.8;
0.512;-13.7;1.82;-11.8;
0.513;-13.7;1.82;-11.8;
0.514;-13.7;1.81;-11.8;
0.515;-13.7;1.81;-11.8;
0.516;-13.6;1.81;-11.8;
0.517;-13.6;1.8;-11.8;
0.518;-13.6;1.8;-11.8;
0.519;-13.6;1.8;-11.8;
0.52;-13.6;1.79;-11.8;
0.521;-13.6;1.79;-11.8;
0.522;-13.6;1.79;-11.8;
0.523;-13.6;1.78;-11.8;
0.524;-13.6;1.78;-11.8;
0.525;-13.6;1.78;-11.8;
0.526;-13.6;1.78;-11.8;
0.527;-13.6;1.77;-11.8;
0.528;-13.6;1.77;-11.8;
0.529;-13.6;1.77;-11.8;
0.53;-13.6;1.76;-11.8;
0.531;-13.6;1.76;-11.8;
0.532;-13.6;1.76;-11.8;
0.533;-13.6;1.75;-11.8;
0.534;-13.6;1.75;-11.8;
0.535;-13.6;1.75;-11.8;
0.536;-13.6;1.75;-11.8;
0.537;-13.6;1.74;-11.8;
0.538;-13.6;1.74;-11.8;
0.539;-13.6;1.74;-11.8;
0.54;-13.6;1.74;-11.8;
0.541;-13.6;1.73;-11.8;
0.542;-13.6;1.73;-11.8;
0.543;-13.6;1.73;-11.8;
0.544;-13.6;1.72;-11.8;
0.545;-13.6;1.72;-11.8;
0.546;-13.6;1.72;-11.8;
0.547;-13.6;1.72;-11.8;
0.548;-13.6;1.71;-11.8;
0.549;-13.6;1.71;-11.8;
0.55;-13.6;1.71;-11.8;
0.551;-13.5;1.71;-11.8;
0.552;-13.5;1.7;-11.8;
0.553;-13.5;1.7;-11.8;
0.554;-13.5;1.7;-11.8;
0.555;-13.5;1.7;-11.8;
0.556;-13.5;1.69;-11.8;
0.557;-13.5;1.69;-11.8;
0.558;-13.5;1.69;-11.8;
0.559;-13.5;1.69;-11.8;
0.56;-13.5;1.68;-11.8;
0.561;-13.5;1.68;-11.8;
0.562;-13.5;1.68;-11.8;
0.563;-13.5;1.68;-11.8;
0.564;-13.5;1.67;-11.8;
0.565;-13.5;1.67;-11.8;
0.566;-13.5;1.67;-11.8;
0.567;-13.5;1.67;-11.8;
0.568;-13.5;1.67;-11.8;
0.569;-13.5;1.66;-11.8;
0.57;-13.5;1.66;-11.8;
0.571;-13.5;1.66;-11.8;
0.572;-13.5;1.66;-11.8;
0.573;-13.5;1.66;-11.8;
0.574;-13.5;1.65;-11.8;
0.575;-13.5;1.65;-11.8;
0.576;-13.5;1.65;-11.8;
0.577;-13.5;1.65;-11.8;
0.578;-13.5;1.65;-11.8;
0.579;-13.5;1.64;-11.8;
0.58;-13.5;1.64;-11.8;
0.581;-13.5;1.64;-11.8;
0.582;-13.5;1.64;-11.8;
0.583;-13.5;1.64;-11.8;
0.584;-13.5;1.63;-11.8;
0.585;-13.5;1.63;-11.8;
0.586;-13.5;1.63;-11.8;
0.587;-13.5;1.63;-11.8;
0.588;-13.5;1.63;-11.8;
0.589;-13.5;1.63;-11.8;
0.59;-13.5;1.62;-11.8;
0.591;-13.5;1.62;-11.8;
0.592;-13.5;1.62;-11.8;
0.593;-13.5;1.62;-11.8;
0.594;-13.5;1.62;-11.8;
0.595;-13.5;1.62;-11.8;
0.596;-13.5;1.62;-11.8;
0.597;-13.5;1.61;-11.8;
0.598;-13.5;1.61;-11.8;
0.599;-13.5;1.61;-11.8;
0.6;-13.5;1.61;-11.8;
0.601;-13.5;1.61;-11.8;
0.602;-13.4;1.61;-11.8;
0.603;-13.4;1.61;-11.8;
0.604;-13.4;1.61;-11.8;
0.605;-13.4;1.6;-11.8;
0.606;-13.4;1.6;-11.8;
0.607;-13.4;1.6;-11.8;
0.608;-13.4;1.6;-11.8;
0.609;-13.4;1.6;-11.8;
0.61;-13.4;1.6;-11.8;
0.611;-13.4;1.6;-11.8;
0.612;-13.4;1.6;-11.8;
0.613;-13.4;1.6;-11.8;
0.614;-13.4;1.6;-11.8;
0.615;-13.4;1.59;-11.8;
0.616;-13.4;1.59;-11.8;
0.617;-13.4;1.59;-11.8;
0.618;-13.4;1.59;-11.8;
0.619;-13.4;1.59;-11.8;
0.62;-13.4;1.59;-11.8;
0.621;-13.4;1.59;-11.8;
0.622;-13.4;1.59;-11.8;
0.623;-13.4;1.59;-11.8;
0.624;-13.4;1.59;-11.8;
0.625;-13.4;1.59;-11.8;
0.626;-13.4;1.59;-11.8;
0.627;-13.4;1.59;-11.8;
0.628;-13.4;1.59;-11.8;
0.629;-13.4;1.59;-11.8;
0.63;-13.4;1.59;-11.8;
0.631;-13.4;1.58;-11.8;
0.632;-13.4;1.58;-11.8;
0.633;-13.4;1.58;-11.8;
0.634;-13.4;1.58;-11.8;
0.635;-13.4;1.58;-11.8;
0.636;-13.4;1.58;-11.8;
0.637;-13.4;1.58;-11.8;
0.638;-13.4;1.58;-11.8;
0.639;-13.4;1.58;-11.8;
0.64;-13.4;1.58;-11.8;
0.641;-13.4;1.58;-11.8;
0.642;-13.4;1.58;-11.8;
0.643;-13.4;1.58;-11.8;
0.644;-13.4;1.58;-11.8;
0.645;-13.4;1.58;-11.8;
0.646;-13.4;1.58;-11.8;
0.647;-13.4;1.58;-11.8;
0.648;-13.4;1.58;-11.8;
0.649;-13.4;1.58;-11.8;
0.65;-13.4;1.58;-11.8;
0.651;-13.4;1.59;-11.8;
0.652;-13.4;1.59;-11.8;
0.653;-13.4;1.59;-11.8;
0.654;-13.4;1.59;-11.8;
0.655;-13.4;1.59;-11.8;
0.656;-13.4;1.59;-11.8;
0.657;-13.4;1.59;-11.8;
0.658;-13.4;1.59;-11.8;
0.659;-13.4;1.59;-11.8;
0.66;-13.4;1.59;-11.8;
0.661;-13.4;1.59;-11.8;
0.662;-13.4;1.59;-11.8;
0.663;-13.4;1.59;-11.8;
0.664;-13.4;1.59;-11.8;
0.665;-13.4;1.59;-11.8;
0.666;-13.4;1.59;-11.8;
0.667;-13.4;1.59;-11.8;
0.668;-13.4;1.6;-11.8;
0.669;-13.4;1.6;-11.8;
0.67;-13.4;1.6;-11.8;
0.671;-13.4;1.6;-11.8;
0.672;-13.4;1.6;-11.8;
0.673;-13.4;1.6;-11.8;
0.674;-13.4;1.6;-11.8;
0.675;-13.4;1.6;-11.8;
0.676;-13.4;1.6;-11.8;
0.677;-13.4;1.61;-11.8;
0.678;-13.4;1.61;-11.8;
0.679;-13.4;1.61;-11.8;
0.68;-13.5;1.61;-11.8;
0.681;-13.5;1.61;-11.8;
0.682;-13.5;1.61;-11.8;
0.683;-13.5;1.61;-11.8;
0.684;-13.5;1.62;-11.8;
0.685;-13.5;1.62;-11.8;
0.686;-13.5;1.62;-11.8;
0.687;-13.5;1.62;-11.8;
0.688;-13.5;1.62;-11.8;
0.689;-13.5;1.62;-11.8;
0.69;-13.5;1.62;-11.8;
0.691;-13.5;1.63;-11.8;
0.692;-13.5;1.63;-11.8;
0.693;-13.5;1.63;-11.8;
0.694;-13.5;1.63;-11.8;
0.695;-13.5;1.63;-11.8;
0.696;-13.5;1.64;-11.8;
0.697;-13.5;1.64;-11.8;
0.698;-13.5;1.64;-11.8;
0.699;-13.5;1.64;-11.8;
0.7;-13.5;1.64;-11.8;
0.701;-13.5;1.64;-11.8;
0.702;-13.5;1.65;-11.8;
0.703;-13.5;1.65;-11.8;
0.704;-13.5;1.65;-11.8;
0.705;-13.5;1.65;-11.8;
0.706;-13.5;1.66;-11.8;
0.707;-13.5;1.66;-11.8;
0.708;-13.5;1.66;-11.8;
0.709;-13.5;1.66;-11.8;
0.71;-13.5;1.66;-11.8;
0.711;-13.5;1.67;-11.8;
0.712;-13.5;1.67;-11.8;
0.713;-13.5;1.67;-11.8;
0.714;-13.5;1.67;-11.8;
0.715;-13.5;1.68;-11.8;
0.716;-13.5;1.68;-11.8;
0.717;-13.5;1.68;-11.8;
0.718;-13.5;1.68;-11.8;
0.719;-13.5;1.69;-11.8;
0.72;-13.5;1.69;-11.8;
0.721;-13.5;1.69;-11.8;
0.722;-13.5;1.69;-11.8;
0.723;-13.5;1.7;-11.8;
0.724;-13.5;1.7;-11.8;
0.725;-13.5;1.7;-11.8;
0.726;-13.5;1.71;-11.8;
0.727;-13.6;1.71;-11.8;
0.728;-13.6;1.71;-11.8;
0.729;-13.6;1.71;-11.8;
0.73;-13.6;1.72;-11.8;
0.731;-13.6;1.72;-11.8;
0.732;-13.6;1.72;-11.8;
0.733;-13.6;1.73;-11.8;
0.734;-13.6;1.73;-11.8;
0.735;-13.6;1.73;-11.8;
0.736;-13.6;1.74;-11.8;
0.737;-13.6;1.74;-11.8;
0.738;-13.6;1.74;-11.8;
0.739;-13.6;1.75;-11.8;
0.74;-13.6;1.75;-11.8;
0.741;-13.6;1.75;-11.8;
0.742;-13.6;1.76;-11.8;
0.743;-13.6;1.76;-11.8;
0.744;-13.6;1.76;-11.8;
0.745;-13.6;1.77;-11.8;
0.746;-13.6;1.77;-11.8;
