t;Ep;Ec;Em;
1.99;-13.4;1.59;-11.8;
1.99;-13.4;1.59;-11.8;
1.99;-13.4;1.59;-11.8;
1.99;-13.4;1.59;-11.8;
1.99;-13.4;1.58;-11.8;
1.99;-13.4;1.58;-11.8;
1.99;-13.4;1.58;-11.8;
1.99;-13.4;1.58;-11.8;
2;-13.4;1.58;-11.8;
2;-13.4;1.58;-11.8;
2;-13.4;1.58;-11.8;
2;-13.4;1.58;-11.8;
2;-13.4;1.58;-11.8;
2;-13.4;1.58;-11.8;
2;-13.4;1.58;-11.8;
2;-13.4;1.58;-11.8;
2;-13.4;1.58;-11.8;
2;-13.4;1.58;-11.8;
2.01;-13.4;1.58;-11.8;
2.01;-13.4;1.58;-11.8;
2.01;-13.4;1.58;-11.8;
2.01;-13.4;1.58;-11.8;
2.01;-13.4;1.58;-11.8;
2.01;-13.4;1.58;-11.8;
2.01;-13.4;1.58;-11.8;
2.01;-13.4;1.58;-11.8;
2.01;-13.4;1.59;-11.8;
2.01;-13.4;1.59;-11.8;
2.02;-13.4;1.59;-11.8;
2.02;-13.4;1.59;-11.8;
2.02;-13.4;1.59;-11.8;
2.02;-13.4;1.59;-11.8;
2.02;-13.4;1.59;-11.8;
2.02;-13.4;1.59;-11.8;
2.02;-13.4;1.59;-11.8;
2.02;-13.4;1.59;-11.8;
2.02;-13.4;1.59;-11.8;
2.02;-13.4;1.59;-11.8;
2.03;-13.4;1.59;-11.8;
2.03;-13.4;1.59;-11.8;
2.03;-13.4;1.59;-11.8;
2.03;-13.4;1.59;-11.8;
2.03;-13.4;1.6;-11.8;
2.03;-13.4;1.6;-11.8;
2.03;-13.4;1.6;-11.8;
2.03;-13.4;1.6;-11.8;
2.03;-13.4;1.6;-11.8;
2.03;-13.4;1.6;-11.8;
2.04;-13.4;1.6;-11.8;
2.04;-13.4;1.6;-11.8;
2.04;-13.4;1.6;-11.8;
2.04;-13.4;1.6;-11.8;
2.04;-13.4;1.61;-11.8;
2.04;-13.4;1.61;-11.8;
2.04;-13.4;1.61;-11.8;
2.04;-13.5;1.61;-11.8;
2.04;-13.5;1.61;-11.8;
2.04;-13.5;1.61;-11.8;
2.05;-13.5;1.61;-11.8;
2.05;-13.5;1.61;-11.8;
2.05;-13.5;1.62;-11.8;
2.05;-13.5;1.62;-11.8;
2.05;-13.5;1.62;-11.8;
2.05;-13.5;1.62;-11.8;
2.05;-13.5;1.62;-11.8;
2.05;-13.5;1.62;-11.8;
2.05;-13.5;1.63;-11.8;
2.05;-13.5;1.63;-11.8;
2.06;-13.5;1.63;-11.8;
2.06;-13.5;1.63;-11.8;
2.06;-13.5;1.63;-11.8;
2.06;-13.5;1.63;-11.8;
2.06;-13.5;1.64;-11.8;
2.06;-13.5;1.64;-11.8;
2.06;-13.5;1.64;-11.8;
2.06;-13.5;1.64;-11.8;
2.06;-13.5;1.64;-11.8;
2.06;-13.5;1.64;-11.8;
2.07;-13.5;1.65;-11.8;
2.07;-13.5;1.65;-11.8;
2.07;-13.5;1.65;-11.8;
2.07;-13.5;1.65;-11.8;
2.07;-13.5;1.65;-11.8;
2.07;-13.5;1.66;-11.8;
2.07;-13.5;1.66;-11.8;
2.07;-13.5;1.66;-11.8;
2.07;-13.5;1.66;-11.8;
2.07;-13.5;1.66;-11.8;
2.08;-13.5;1.67;-11.8;
2.08;-13.5;1.67;-11.8;
2.08;-13.5;1.67;-11.8;
2.08;-13.5;1.67;-11.8;
2.08;-13.5;1.68;-11.8;
2.08;-13.5;1.68;-11.8;
2.08;-13.5;1.68;-11.8;
2.08;-13.5;1.68;-11.8;
2.08;-13.5;1.69;-11.8;
2.08;-13.5;1.69;-11.8;
2.09;-13.5;1.69;-11.8;
2.09;-13.5;1.69;-11.8;
2.09;-13.5;1.69;-11.8;
2.09;-13.5;1.7;-11.8;
2.09;-13.5;1.7;-11.8;
2.09;-13.5;1.7;-11.8;
2.09;-13.5;1.7;-11.8;
2.09;-13.5;1.71;-11.8;
2.09;-13.6;1.71;-11.8;
2.09;-13.6;1.71;-11.8;
2.1;-13.6;1.72;-11.8;
2.1;-13.6;1.72;-11.8;
2.1;-13.6;1.72;-11.8;
2.1;-13.6;1.72;-11.8;
2.1;-13.6;1.73;-11.8;
2.1;-13.6;1.73;-11.8;
2.1;-13.6;1.73;-11.8;
2.1;-13.6;1.73;-11.8;
2.1;-13.6;1.74;-11.8;
2.1;-13.6;1.74;-11.8;
2.11;-13.6;1.74;-11.8;
2.11;-13.6;1.74;-11.8;
2.11;-13.6;1.75;-11.8;
2.11;-13.6;1.75;-11.8;
2.11;-13.6;1.75;-11.8;
2.11;-13.6;1.76;-11.8;
2.11;-13.6;1.76;-11.8;
2.11;-13.6;1.76;-11.8;
2.11;-13.6;1.77;-11.8;
2.11;-13.6;1.77;-11.8;
2.12;-13.6;1.77;-11.8;
2.12;-13.6;1.77;-11.8;
2.12;-13.6;1.78;-11.8;
2.12;-13.6;1.78;-11.8;
2.12;-13.6;1.78;-11.8;
2.12;-13.6;1.79;-11.8;
2.12;-13.6;1.79;-11.8;
2.12;-13.6;1.79;-11.8;
2.12;-13.6;1.8;-11.8;
2.12;-13.6;1.8;-11.8;
2.13;-13.6;1.8;-11.8;
2.13;-13.6;1.8;-11.8;
2.13;-13.6;1.81;-11.8;
2.13;-13.7;1.81;-11.8;
2.13;-13.7;1.81;-11.8;
2.13;-13.7;1.82;-11.8;
2.13;-13.7;1.82;-11.8;
2.13;-13.7;1.82;-11.8;
2.13;-13.7;1.83;-11.8;
2.13;-13.7;1.83;-11.8;
2.14;-13.7;1.83;-11.8;
2.14;-13.7;1.84;-11.8;
2.14;-13.7;1.84;-11.8;
2.14;-13.7;1.84;-11.8;
2.14;-13.7;1.85;-11.8;
2.14;-13.7;1.85;-11.8;
2.14;-13.7;1.85;-11.8;
2.14;-13.7;1.86;-11.8;
2.14;-13.7;1.86;-11.8;
2.14;-13.7;1.86;-11.8;
2.15;-13.7;1.87;-11.8;
2.15;-13.7;1.87;-11.8;
2.15;-13.7;1.87;-11.8;
2.15;-13.7;1.88;-11.8;
2.15;-13.7;1.88;-11.8;
2.15;-13.7;1.88;-11.8;
2.15;-13.7;1.89;-11.8;
2.15;-13.7;1.89;-11.8;
2.15;-13.7;1.89;-11.8;
2.15;-13.7;1.9;-11.8;
2.16;-13.7;1.9;-11.8;
2.16;-13.7;1.9;-11.8;
2.16;-13.7;1.91;-11.8;
2.16;-13.8;1.91;-11.8;
2.16;-13.8;1.91;-11.8;
2.16;-13.8;1.92;-11.8;
2.16;-13.8;1.92;-11.8;
2.16;-13.8;1.92;-11.8;
2.16;-13.8;1.93;-11.8;
2.16;-13.8;1.93;-11.8;
2.17;-13.8;1.93;-11.8;
2.17;-13.8;1.94;-11.8;
2.17;-13.8;1.94;-11.8;
2.17;-13.8;1.94;-11.8;
2.17;-13.8;1.95;-11.8;
2.17;-13.8;1.95;-11.8;
2.17;-13.8;1.95;-11.8;
2.17;-13.8;1.96;-11.8;
2.17;-13.8;1.96;-11.8;
2.17;-13.8;1.96;-11.8;
2.18;-13.8;1.97;-11.8;
2.18;-13.8;1.97;-11.8;
2.18;-13.8;1.97;-11.8;
2.18;-13.8;1.98;-11.8;
2.18;-13.8;1.98;-11.8;
2.18;-13.8;1.98;-11.8;
2.18;-13.8;1.98;-11.8;
2.18;-13.8;1.99;-11.8;
2.18;-13.8;1.99;-11.8;
2.18;-13.8;1.99;-11.8;
2.19;-13.8;2;-11.8;
2.19;-13.8;2;-11.8;
2.19;-13.8;2;-11.8;
2.19;-13.8;2.01;-11.8;
2.19;-13.9;2.01;-11.8;
2.19;-13.9;2.01;-11.8;
2.19;-13.9;2.02;-11.8;
2.19;-13.9;2.02;-11.8;
2.19;-13.9;2.02;-11.8;
2.19;-13.9;2.03;-11.8;
2.2;-13.9;2.03;-11.8;
2.2;-13.9;2.03;-11.8;
2.2;-13.9;2.04;-11.8;
2.2;-13.9;2.04;-11.8;
2.2;-13.9;2.04;-11.8;
2.2;-13.9;2.04;-11.8;
2.2;-13.9;2.05;-11.8;
2.2;-13.9;2.05;-11.8;
2.2;-13.9;2.05;-11.8;
2.2;-13.9;2.06;-11.8;
2.21;-13.9;2.06;-11.8;
2.21;-13.9;2.06;-11.8;
2.21;-13.9;2.07;-11.8;
2.21;-13.9;2.07;-11.8;
2.21;-13.9;2.07;-11.8;
2.21;-13.9;2.07;-11.8;
2.21;-13.9;2.08;-11.8;
2.21;-13.9;2.08;-11.8;
2.21;-13.9;2.08;-11.8;
2.21;-13.9;2.08;-11.8;
2.22;-13.9;2.09;-11.8;
2.22;-13.9;2.09;-11.8;
2.22;-13.9;2.09;-11.8;
2.22;-13.9;2.09;-11.8;
2.22;-13.9;2.1;-11.8;
2.22;-13.9;2.1;-11.8;
2.22;-13.9;2.1;-11.8;
2.22;-13.9;2.1;-11.8;
2.22;-13.9;2.11;-11.8;
2.22;-14;2.11;-11.8;
2.23;-14;2.11;-11.8;
2.23;-14;2.11;-11.8;
2.23;-14;2.12;-11.8;
2.23;-14;2.12;-11.8;
2.23;-14;2.12;-11.8;
2.23;-14;2.12;-11.8;
2.23;-14;2.13;-11.8;
2.23;-14;2.13;-11.8;
2.23;-14;2.13;-11.8;
2.23;-14;2.13;-11.8;
2.24;-14;2.13;-11.8;
2.24;-14;2.14;-11.8;
2.24;-14;2.14;-11.8;
2.24;-14;2.14;-11.8;
2.24;-14;2.14;-11.8;
2.24;-14;2.14;-11.8;
2.24;-14;2.14;-11.8;
2.24;-14;2.15;-11.8;
2.24;-14;2.15;-11.8;
2.24;-14;2.15;-11.8;
2.25;-14;2.15;-11.8;
2.25;-14;2.15;-11.8;
2.25;-14;2.15;-11.8;
2.25;-14;2.16;-11.8;
2.25;-14;2.16;-11.8;
2.25;-14;2.16;-11.8;
2.25;-14;2.16;-11.8;
2.25;-14;2.16;-11.8;
2.25;-14;2.16;-11.8;
2.25;-14;2.16;-11.8;
2.26;-14;2.16;-11.8;
2.26;-14;2.17;-11.8;
2.26;-14;2.17;-11.8;
2.26;-14;2.17;-11.8;
2.26;-14;2.17;-11.8;
2.26;-14;2.17;-11.8;
2.26;-14;2.17;-11.8;
2.26;-14;2.17;-11.8;
2.26;-14;2.17;-11.8;
2.26;-14;2.17;-11.8;
2.27;-14;2.17;-11.8;
2.27;-14;2.17;-11.8;
2.27;-14;2.17;-11.8;
2.27;-14;2.17;-11.8;
2.27;-14;2.17;-11.8;
2.27;-14;2.17;-11.8;
2.27;-14;2.17;-11.8;
2.27;-14;2.17;-11.8;
2.27;-14;2.17;-11.8;
2.27;-14;2.17;-11.8;
2.28;-14;2.17;-11.8;
2.28;-14;2.17;-11.8;
2.28;-14;2.17;-11.8;
2.28;-14;2.17;-11.8;
2.28;-14;2.17;-11.8;
2.28;-14;2.17;-11.8;
2.28;-14;2.17;-11.8;
2.28;-14;2.17;-11.8;
2.28;-14;2.17;-11.8;
2.28;-14;2.17;-11.8;
2.29;-14;2.17;-11.8;
2.29;-14;2.17;-11.8;
2.29;-14;2.16;-11.8;
2.29;-14;2.16;-11.8;
2.29;-14;2.16;-11.8;
2.29;-14;2.16;-11.8;
2.29;-14;2.16;-11.8;
2.29;-14;2.16;-11.8;
2.29;-14;2.16;-11.8;
2.29;-14;2.15;-11.8;
2.3;-14;2.15;-11.8;
2.3;-14;2.15;-11.8;
2.3;-14;2.15;-11.8;
2.3;-14;2.15;-11.8;
2.3;-14;2.15;-11.8;
2.3;-14;2.14;-11.8;
2.3;-14;2.14;-11.8;
2.3;-14;2.14;-11.8;
2.3;-14;2.14;-11.8;
2.3;-14;2.13;-11.8;
2.31;-14;2.13;-11.8;
2.31;-14;2.13;-11.8;
2.31;-14;2.13;-11.8;
2.31;-14;2.12;-11.8;
2.31;-14;2.12;-11.8;
2.31;-14;2.12;-11.8;
2.31;-14;2.11;-11.8;
2.31;-14;2.11;-11.8;
2.31;-14;2.11;-11.8;
2.31;-13.9;2.11;-11.8;
2.32;-13.9;2.1;-11.8;
2.32;-13.9;2.1;-11.8;
2.32;-13.9;2.09;-11.8;
2.32;-13.9;2.09;-11.8;
2.32;-13.9;2.09;-11.8;
2.32;-13.9;2.08;-11.8;
2.32;-13.9;2.08;-11.8;
2.32;-13.9;2.08;-11.8;
2.32;-13.9;2.07;-11.8;
2.32;-13.9;2.07;-11.8;
2.33;-13.9;2.06;-11.8;
2.33;-13.9;2.06;-11.8;
2.33;-13.9;2.05;-11.8;
2.33;-13.9;2.05;-11.8;
2.33;-13.9;2.05;-11.8;
2.33;-13.9;2.04;-11.8;
2.33;-13.9;2.04;-11.8;
2.33;-13.9;2.03;-11.8;
2.33;-13.9;2.03;-11.8;
2.33;-13.9;2.02;-11.8;
2.34;-13.9;2.02;-11.8;
2.34;-13.9;2.01;-11.8;
2.34;-13.8;2.01;-11.8;
2.34;-13.8;2;-11.8;
2.34;-13.8;1.99;-11.8;
2.34;-13.8;1.99;-11.8;
2.34;-13.8;1.98;-11.8;
2.34;-13.8;1.98;-11.8;
2.34;-13.8;1.97;-11.8;
2.34;-13.8;1.97;-11.8;
2.35;-13.8;1.96;-11.8;
2.35;-13.8;1.95;-11.8;
2.35;-13.8;1.95;-11.8;
2.35;-13.8;1.94;-11.8;
2.35;-13.8;1.94;-11.8;
2.35;-13.8;1.93;-11.8;
2.35;-13.8;1.92;-11.8;
2.35;-13.8;1.92;-11.8;
2.35;-13.8;1.91;-11.8;
2.35;-13.7;1.9;-11.8;
2.36;-13.7;1.9;-11.8;
2.36;-13.7;1.89;-11.8;
2.36;-13.7;1.88;-11.8;
2.36;-13.7;1.88;-11.8;
2.36;-13.7;1.87;-11.8;
2.36;-13.7;1.86;-11.8;
2.36;-13.7;1.85;-11.8;
2.36;-13.7;1.85;-11.8;
2.36;-13.7;1.84;-11.8;
2.36;-13.7;1.83;-11.8;
2.37;-13.7;1.83;-11.8;
2.37;-13.7;1.82;-11.8;
2.37;-13.7;1.81;-11.8;
2.37;-13.6;1.8;-11.8;
2.37;-13.6;1.79;-11.8;
2.37;-13.6;1.79;-11.8;
2.37;-13.6;1.78;-11.8;
2.37;-13.6;1.77;-11.8;
2.37;-13.6;1.76;-11.8;
2.37;-13.6;1.76;-11.8;
2.38;-13.6;1.75;-11.8;
2.38;-13.6;1.74;-11.8;
2.38;-13.6;1.73;-11.8;
2.38;-13.6;1.72;-11.8;
2.38;-13.6;1.71;-11.8;
2.38;-13.5;1.71;-11.8;
2.38;-13.5;1.7;-11.8;
2.38;-13.5;1.69;-11.8;
2.38;-13.5;1.68;-11.8;
2.38;-13.5;1.67;-11.8;
2.39;-13.5;1.66;-11.8;
2.39;-13.5;1.66;-11.8;
2.39;-13.5;1.65;-11.8;
2.39;-13.5;1.64;-11.8;
2.39;-13.5;1.63;-11.8;
2.39;-13.5;1.62;-11.8;
2.39;-13.5;1.61;-11.8;
2.39;-13.4;1.6;-11.8;
2.39;-13.4;1.59;-11.8;
2.39;-13.4;1.59;-11.8;
2.4;-13.4;1.58;-11.8;
2.4;-13.4;1.57;-11.8;
2.4;-13.4;1.56;-11.8;
2.4;-13.4;1.55;-11.8;
2.4;-13.4;1.54;-11.8;
2.4;-13.4;1.53;-11.8;
2.4;-13.4;1.52;-11.8;
2.4;-13.4;1.51;-11.8;
2.4;-13.3;1.5;-11.8;
2.4;-13.3;1.49;-11.8;
2.41;-13.3;1.49;-11.8;
2.41;-13.3;1.48;-11.8;
2.41;-13.3;1.47;-11.8;
2.41;-13.3;1.46;-11.8;
2.41;-13.3;1.45;-11.8;
2.41;-13.3;1.44;-11.8;
2.41;-13.3;1.43;-11.8;
2.41;-13.3;1.42;-11.8;
2.41;-13.3;1.41;-11.8;
2.41;-13.2;1.4;-11.8;
2.42;-13.2;1.39;-11.8;
2.42;-13.2;1.38;-11.8;
2.42;-13.2;1.37;-11.8;
2.42;-13.2;1.36;-11.8;
2.42;-13.2;1.35;-11.8;
2.42;-13.2;1.34;-11.8;
2.42;-13.2;1.33;-11.8;
2.42;-13.2;1.32;-11.8;
2.42;-13.2;1.31;-11.8;
2.42;-13.1;1.31;-11.8;
2.43;-13.1;1.3;-11.8;
2.43;-13.1;1.29;-11.8;
2.43;-13.1;1.28;-11.8;
2.43;-13.1;1.27;-11.8;
2.43;-13.1;1.26;-11.8;
2.43;-13.1;1.25;-11.8;
2.43;-13.1;1.24;-11.8;
2.43;-13.1;1.23;-11.8;
2.43;-13.1;1.22;-11.8;
2.43;-13.1;1.21;-11.8;
2.44;-13;1.2;-11.8;
2.44;-13;1.19;-11.8;
2.44;-13;1.18;-11.8;
2.44;-13;1.17;-11.8;
2.44;-13;1.16;-11.8;
2.44;-13;1.15;-11.8;
2.44;-13;1.14;-11.8;
2.44;-13;1.13;-11.8;
2.44;-13;1.12;-11.8;
2.44;-13;1.11;-11.8;
2.45;-12.9;1.1;-11.8;
2.45;-12.9;1.09;-11.8;
2.45;-12.9;1.08;-11.8;
2.45;-12.9;1.07;-11.8;
2.45;-12.9;1.07;-11.8;
2.45;-12.9;1.06;-11.8;
2.45;-12.9;1.05;-11.8;
2.45;-12.9;1.04;-11.8;
2.45;-12.9;1.03;-11.8;
2.45;-12.9;1.02;-11.8;
2.46;-12.8;1.01;-11.8;
2.46;-12.8;0.999;-11.8;
2.46;-12.8;0.989;-11.8;
2.46;-12.8;0.98;-11.8;
2.46;-12.8;0.971;-11.8;
2.46;-12.8;0.961;-11.8;
2.46;-12.8;0.952;-11.8;
2.46;-12.8;0.943;-11.8;
2.46;-12.8;0.933;-11.8;
2.46;-12.8;0.924;-11.8;
2.47;-12.8;0.915;-11.8;
2.47;-12.7;0.906;-11.8;
2.47;-12.7;0.896;-11.8;
2.47;-12.7;0.887;-11.8;
2.47;-12.7;0.878;-11.8;
2.47;-12.7;0.869;-11.8;
2.47;-12.7;0.86;-11.8;
2.47;-12.7;0.851;-11.8;
2.47;-12.7;0.842;-11.8;
2.47;-12.7;0.833;-11.8;
2.48;-12.7;0.824;-11.8;
2.48;-12.7;0.815;-11.8;
2.48;-12.6;0.806;-11.8;
2.48;-12.6;0.797;-11.8;
2.48;-12.6;0.788;-11.8;
2.48;-12.6;0.779;-11.8;
2.48;-12.6;0.771;-11.8;
2.48;-12.6;0.762;-11.8;
2.48;-12.6;0.753;-11.8;
2.48;-12.6;0.744;-11.8;
2.49;-12.6;0.736;-11.8;
2.49;-12.6;0.727;-11.8;
2.49;-12.6;0.719;-11.8;
2.49;-12.6;0.71;-11.8;
2.49;-12.5;0.701;-11.8;
2.49;-12.5;0.693;-11.8;
2.49;-12.5;0.685;-11.8;
2.49;-12.5;0.676;-11.8;
2.49;-12.5;0.668;-11.8;
2.49;-12.5;0.659;-11.8;
2.5;-12.5;0.651;-11.8;
2.5;-12.5;0.643;-11.8;
2.5;-12.5;0.635;-11.8;
2.5;-12.5;0.626;-11.8;
2.5;-12.5;0.618;-11.8;
2.5;-12.5;0.61;-11.8;
2.5;-12.4;0.602;-11.8;
2.5;-12.4;0.594;-11.8;
2.5;-12.4;0.586;-11.8;
2.5;-12.4;0.578;-11.8;
2.51;-12.4;0.57;-11.8;
2.51;-12.4;0.562;-11.8;
2.51;-12.4;0.555;-11.8;
2.51;-12.4;0.547;-11.8;
2.51;-12.4;0.539;-11.8;
2.51;-12.4;0.531;-11.8;
2.51;-12.4;0.524;-11.8;
2.51;-12.4;0.516;-11.8;
2.51;-12.4;0.509;-11.8;
2.51;-12.3;0.501;-11.8;
2.52;-12.3;0.494;-11.8;
2.52;-12.3;0.486;-11.8;
2.52;-12.3;0.479;-11.8;
2.52;-12.3;0.472;-11.8;
2.52;-12.3;0.464;-11.8;
2.52;-12.3;0.457;-11.8;
2.52;-12.3;0.45;-11.8;
2.52;-12.3;0.443;-11.8;
2.52;-12.3;0.436;-11.8;
2.52;-12.3;0.429;-11.8;
2.53;-12.3;0.422;-11.8;
2.53;-12.3;0.415;-11.8;
2.53;-12.2;0.408;-11.8;
2.53;-12.2;0.401;-11.8;
2.53;-12.2;0.394;-11.8;
2.53;-12.2;0.388;-11.8;
2.53;-12.2;0.381;-11.8;
2.53;-12.2;0.374;-11.8;
2.53;-12.2;0.368;-11.8;
2.53;-12.2;0.361;-11.8;
2.54;-12.2;0.355;-11.8;
2.54;-12.2;0.348;-11.8;
2.54;-12.2;0.342;-11.8;
2.54;-12.2;0.336;-11.8;
2.54;-12.2;0.33;-11.8;
2.54;-12.2;0.323;-11.8;
2.54;-12.2;0.317;-11.8;
2.54;-12.2;0.311;-11.8;
2.54;-12.1;0.305;-11.8;
2.54;-12.1;0.299;-11.8;
2.55;-12.1;0.293;-11.8;
2.55;-12.1;0.287;-11.8;
2.55;-12.1;0.281;-11.8;
2.55;-12.1;0.276;-11.8;
2.55;-12.1;0.27;-11.8;
2.55;-12.1;0.264;-11.8;
2.55;-12.1;0.259;-11.8;
2.55;-12.1;0.253;-11.8;
2.55;-12.1;0.248;-11.8;
2.55;-12.1;0.242;-11.8;
2.56;-12.1;0.237;-11.8;
2.56;-12.1;0.231;-11.8;
2.56;-12.1;0.226;-11.8;
2.56;-12.1;0.221;-11.8;
2.56;-12.1;0.216;-11.8;
2.56;-12.1;0.211;-11.8;
2.56;-12;0.206;-11.8;
2.56;-12;0.201;-11.8;
2.56;-12;0.196;-11.8;
2.56;-12;0.191;-11.8;
2.57;-12;0.186;-11.8;
2.57;-12;0.181;-11.8;
2.57;-12;0.177;-11.8;
2.57;-12;0.172;-11.8;
2.57;-12;0.167;-11.8;
2.57;-12;0.163;-11.8;
2.57;-12;0.159;-11.8;
2.57;-12;0.154;-11.8;
2.57;-12;0.15;-11.8;
2.57;-12;0.146;-11.8;
2.58;-12;0.141;-11.8;
2.58;-12;0.137;-11.8;
2.58;-12;0.133;-11.8;
2.58;-12;0.129;-11.8;
2.58;-12;0.125;-11.8;
2.58;-12;0.121;-11.8;
2.58;-12;0.117;-11.8;
2.58;-12;0.113;-11.8;
2.58;-12;0.11;-11.8;
2.58;-11.9;0.106;-11.8;
2.59;-11.9;0.102;-11.8;
2.59;-11.9;0.0989;-11.8;
2.59;-11.9;0.0954;-11.8;
2.59;-11.9;0.092;-11.8;
2.59;-11.9;0.0886;-11.8;
2.59;-11.9;0.0853;-11.8;
2.59;-11.9;0.0821;-11.8;
2.59;-11.9;0.0789;-11.8;
2.59;-11.9;0.0758;-11.8;
2.59;-11.9;0.0727;-11.8;
2.6;-11.9;0.0697;-11.8;
2.6;-11.9;0.0668;-11.8;
2.6;-11.9;0.0639;-11.8;
2.6;-11.9;0.0611;-11.8;
2.6;-11.9;0.0583;-11.8;
2.6;-11.9;0.0557;-11.8;
2.6;-11.9;0.053;-11.8;
2.6;-11.9;0.0505;-11.8;
2.6;-11.9;0.048;-11.8;
2.6;-11.9;0.0455;-11.8;
2.61;-11.9;0.0432;-11.8;
2.61;-11.9;0.0408;-11.8;
2.61;-11.9;0.0386;-11.8;
2.61;-11.9;0.0364;-11.8;
2.61;-11.9;0.0343;-11.8;
2.61;-11.9;0.0322;-11.8;
2.61;-11.9;0.0302;-11.8;
2.61;-11.9;0.0283;-11.8;
2.61;-11.9;0.0264;-11.8;
2.61;-11.9;0.0246;-11.8;
2.62;-11.9;0.0229;-11.8;
2.62;-11.9;0.0212;-11.8;
2.62;-11.9;0.0196;-11.8;
2.62;-11.9;0.0181;-11.8;
2.62;-11.9;0.0166;-11.8;
2.62;-11.9;0.0151;-11.8;
2.62;-11.9;0.0138;-11.8;
2.62;-11.9;0.0125;-11.8;
2.62;-11.9;0.0113;-11.8;
2.62;-11.9;0.0101;-11.8;
2.63;-11.9;0.00899;-11.8;
2.63;-11.8;0.00795;-11.8;
2.63;-11.8;0.00697;-11.8;
2.63;-11.8;0.00606;-11.8;
2.63;-11.8;0.00521;-11.8;
2.63;-11.8;0.00442;-11.8;
2.63;-11.8;0.0037;-11.8;
2.63;-11.8;0.00305;-11.8;
2.63;-11.8;0.00245;-11.8;
2.63;-11.8;0.00193;-11.8;
2.64;-11.8;0.00146;-11.8;
2.64;-11.8;0.00106;-11.8;
2.64;-11.8;0.000725;-11.8;
2.64;-11.8;0.000453;-11.8;
2.64;-11.8;0.000245;-11.8;
2.64;-11.8;0.000101;-11.8;
2.64;-11.8;2.2e-05;-11.8;
2.64;-11.8;6.76e-06;-11.8;
2.64;-11.8;5.56e-05;-11.8;
2.64;-11.8;0.000169;-11.8;
2.65;-11.8;0.000346;-11.8;
2.65;-11.8;0.000587;-11.8;
2.65;-11.8;0.000893;-11.8;
2.65;-11.8;0.00126;-11.8;
2.65;-11.8;0.0017;-11.8;
2.65;-11.8;0.00219;-11.8;
2.65;-11.8;0.00276;-11.8;
2.65;-11.8;0.00338;-11.8;
2.65;-11.8;0.00407;-11.8;
2.65;-11.8;0.00483;-11.8;
2.66;-11.8;0.00564;-11.8;
2.66;-11.8;0.00653;-11.8;
2.66;-11.8;0.00747;-11.8;
2.66;-11.9;0.00848;-11.8;
2.66;-11.9;0.00956;-11.8;
2.66;-11.9;0.0107;-11.8;
2.66;-11.9;0.0119;-11.8;
2.66;-11.9;0.0132;-11.8;
2.66;-11.9;0.0145;-11.8;
2.66;-11.9;0.0159;-11.8;
2.67;-11.9;0.0173;-11.8;
2.67;-11.9;0.0189;-11.8;
2.67;-11.9;0.0204;-11.8;
2.67;-11.9;0.0221;-11.8;
2.67;-11.9;0.0238;-11.8;
2.67;-11.9;0.0256;-11.8;
2.67;-11.9;0.0274;-11.8;
2.67;-11.9;0.0293;-11.8;
2.67;-11.9;0.0313;-11.8;
2.67;-11.9;0.0333;-11.8;
2.68;-11.9;0.0354;-11.8;
2.68;-11.9;0.0376;-11.8;
2.68;-11.9;0.0398;-11.8;
2.68;-11.9;0.0421;-11.8;
2.68;-11.9;0.0444;-11.8;
2.68;-11.9;0.0468;-11.8;
2.68;-11.9;0.0493;-11.8;
2.68;-11.9;0.0518;-11.8;
2.68;-11.9;0.0544;-11.8;
2.68;-11.9;0.0571;-11.8;
2.69;-11.9;0.0598;-11.8;
2.69;-11.9;0.0626;-11.8;
2.69;-11.9;0.0654;-11.8;
2.69;-11.9;0.0683;-11.8;
2.69;-11.9;0.0713;-11.8;
2.69;-11.9;0.0743;-11.8;
2.69;-11.9;0.0774;-11.8;
2.69;-11.9;0.0805;-11.8;
2.69;-11.9;0.0838;-11.8;
2.69;-11.9;0.087;-11.8;
2.7;-11.9;0.0904;-11.8;
2.7;-11.9;0.0938;-11.8;
2.7;-11.9;0.0972;-11.8;
2.7;-11.9;0.101;-11.8;
2.7;-11.9;0.104;-11.8;
2.7;-11.9;0.108;-11.8;
2.7;-12;0.112;-11.8;
2.7;-12;0.115;-11.8;
2.7;-12;0.119;-11.8;
2.7;-12;0.123;-11.8;
2.71;-12;0.127;-11.8;
2.71;-12;0.131;-11.8;
2.71;-12;0.135;-11.8;
2.71;-12;0.139;-11.8;
2.71;-12;0.144;-11.8;
2.71;-12;0.148;-11.8;
2.71;-12;0.152;-11.8;
2.71;-12;0.156;-11.8;
2.71;-12;0.161;-11.8;
2.71;-12;0.165;-11.8;
2.72;-12;0.17;-11.8;
2.72;-12;0.175;-11.8;
2.72;-12;0.179;-11.8;
2.72;-12;0.184;-11.8;
2.72;-12;0.189;-11.8;
2.72;-12;0.194;-11.8;
2.72;-12;0.198;-11.8;
2.72;-12;0.203;-11.8;
2.72;-12.1;0.208;-11.8;
2.72;-12.1;0.213;-11.8;
2.73;-12.1;0.219;-11.8;
2.73;-12.1;0.224;-11.8;
2.73;-12.1;0.229;-11.8;
2.73;-12.1;0.234;-11.8;
2.73;-12.1;0.24;-11.8;
2.73;-12.1;0.245;-11.8;
2.73;-12.1;0.251;-11.8;
2.73;-12.1;0.256;-11.8;
